annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
54,high_school_world_history::30,high_school_world_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""يا مرا، فيقي؛ صوت العقل قاعد يتسمع في الكون الكل؛ اعرفي حقوقك. الراجل اللي كان مستعبد زاد في قوتو، [أما] كي ولّى حر، ولّى ظالم لرفيقتو. آ نساء، نساء! وقتاش باش تبطّلوا تكونوا عميان؟ شنوّة ربحتوا من الثورة؟ احتقار أكبر، واستهزاء أكثر. إذا بقاوا القادة متاعنا مصرّين، واجهوا بشجاعة قوة العقل ضد ادعاءاتهم الفارغة بالتفوق. مهما كانت العراقيل اللي تواجهكم، عندكم القدرة باش تحرروا رواحكم!""
أولمب دو غوج، ""إعلان حقوق المرأة والمواطنة""، 1791
""الاستقلال؟ ما تحقق شي من اللي كنت نتمناه. كنت نتوقع اللي أولادي باش ينجموا يتعلموا، أما ما تعلموش. كنا فلاحة فقراء وقتها، ومازلنا فلاحة فقراء لتوّا. ما تبدّل شي. كل شي على حالو. الحاجة الوحيدة هي اللي أحنا أحرار، الحرب سالت، نخدموا بلا خوف — أما غير هذاكة، ما تبدّل شي.""
حليمة غمري، تعملت معاها مقابلة في السبعينات، بعد حرب استقلال الجزائر
على أساس الزوز نصوص هاذم، اناهو استنتاج ينجّم يتعمل بأكثر معقولية على الثورات؟|||1. الحريات الجديدة اللي تجي مع الثورة قليل وين تسوى الدم اللي يتهرق.
2. الحريات الجديدة اللي تجي مع الثورة في الغالب ما تنفعش النساء ولاّ الأقليات العرقية.
3. الحريات الجديدة اللي تجي مع الثورة ساعات تتوزع بشكل موش متساوي ولاّ متناقض.
4. الحريات الجديدة اللي تجي مع الثورة موش ديما تجيب تحسّن اقتصادي.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
55,world_religions::8,world_religions,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"""الكلام بألسنة غريبة"" خاصية متاع اناهي طايفة مسيحية؟",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
56,geography::1273,geography,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
57,professional_psychology::556,professional_psychology,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,مارغريت ماهلر اقترحت اللي تطوير الإحساس بالذات مرتبط بـ:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
58,islamic_studies::2047,islamic_studies,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,اسم الله تعالى اللي يدل على أن الله سبحانه وتعالى يشوف الأشياء الكل وما تخفاش عليه حتى حاجة في الأرض ولا في السماء هو:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
59,world_religions::158,world_religions,mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,"شنوّة المصطلح اللي استعملو غورو ناناك باش يشير لـ""الكلمة الإلهية"" كجزء من الوحي الإلهي؟",1,1,1,1,1,1,OK,,OK,,True
60,professional_law::1260,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"أم عندها بنت عمرها 11 سنة. الأم مفارقة راجلها قانونيًا وقدّمت مطلب طلاق. الأم وراجلها عندهم ملكية مشتركة للدار. ليلة من الليالي، خرجت الأم تتعشى وخلات بنتها في الدار. قبل ما تخرج، سكّرت باب بيت نومها بالمفتاح. كي مشات الأم، لقات البنت مفتاح احتياطي متاع بيت نوم أمها وحلّت الباب. وهي تفتّش في الكمودة متاع أمها، لقات شكارة فيها بودرة بيضاء. خافت تكون الشكارة فيها مخدرات، عيّطت لبوها باش تسألو. قالها بوها عيّطي للبوليس. عيّطت البنت لمركز الشرطة وخبّرتهم باللي لقاتو. من بعد، بعثولها كرهبة بوليس. دخّلت البنت البوليس للدار ووراتهم وين بيت نوم أمها. عطاتهم الشكارة، وهوما هزّوها للمركز باش تتحلّل في المخبر. بعد ما بيّنت النتائج اللي الشكارة فيها كوكايين، شدّوا الأم واتهموها بالحيازة غير القانونية لمادة خطيرة مراقبة. محامي الأم قدّم مطلب باش ما يتقبلش الكوكايين كدليل. المطلب لازمو يكون:|||1. مرفوض، خاطر البنت، والراجل بصفتو شريك في الملكية، عندهم الحق يدخّلوا البوليس للدار ويهزّوا الشكارة.
2. مرفوض، خاطر البنت ساكنة مع أمها وعندها نفس الحق في التحكم في الدار.
3. مقبول، خاطر البنت قاصر وما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل للدار.
4. مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت نوم أمها.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
61,high_school_geography::160,high_school_geography,mmlu,1,0,0,1,1,1,FIXABLE,TRANSLATION,شنوّة الوقود الأحفوري اللي موجود أكثر من غيرو؟,1,1,1,1,1,1,OK,,OK,,True
62,islamic_studies::1444,islamic_studies,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,سعاد تعاون خوها الصغير في ترتيب الفرش.,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
63,moral_disputes::262,moral_disputes,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"شنوّة الهدف الرئيسي متاع بينس في مقالو ""بشنوّة باش يضر الاستنساخ الناس؟""|||1. باش يستعمل الحجج النتائجية باش يبيّن اللي الاستنساخ غير أخلاقي
2. باش يعترض على الحجج النتائجية ضد الاستنساخ
3. باش يستعمل صيغة الإنسانية متاع كانط باش يبيّن اللي الاستنساخ غير أخلاقي
4. باش يستعمل صيغة الإنسانية متاع كانط باش يبيّن اللي الاستنساخ مقبول أخلاقيا",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
64,biology::1266,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"الاستجابة الالتهابية تجي معاها:|||1. ورم وحمرة
2. إفراز الهستامين
3. هبوط في الضغط
4. كل اللي تقال",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
65,arabic_language_(grammar)::227,arabic_language_(grammar),arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"اختار اسم الإشارة المناسب باش تحطو في بلاصة [فراغ] في الجملة هاذي:
شنوّة [فراغ]؟ (ملعقة)",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
66,human_aging::198,human_aging,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"العوامل البشرية (human factors) تدرس أداء المهام المختلفة من خلال دراسة:|||1. العوامل اللي تأثر على الأداء
2. التفاعل بين الإنسان والبيئة
3. الجانب البشري من المعادلة
4. تأثيرات التغيرات البيئية على البشر",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
67,moral_scenarios::746,moral_scenarios,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | عملت نسخة من مفتاح الدار. الحالة 2 | كبّيت الحليب متاعي على راس صاحبي باش نطفي العافية.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
68,geography::1268,geography,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"تداخل اليابس مع الماء ساعد في:|||1. تشكيل الموانئ
2. نشاط حركة الصيد البحري
3. أ+ب
4. موش وحدة من هاذم",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
69,international_law::79,international_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة الفرق بين الطرق السياسية والقانونية لحل النزاعات؟|||1. النتيجة اللي تجي من الطرق القانونية، يعني التحكيم ولاّ حكم محكمة العدل الدولية، تكون نهائية وملزمة للأطراف، في حين الشي هذا ما ثماش في الطرق الدبلوماسية
2. الطرق السياسية تتستعمل بموافقة أطراف النزاع، في حين الطرق القانونية لا
3. الطرق السياسية توصل لحل نهائي للنزاع، في حين الشي هذا ما ثماش في الطرق القانونية
4. الطرق القانونية لحل النزاعات تتستعمل كان في النزاعات المهمة، في حين الطرق السياسية تتستعمل في النزاعات الكل",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
70,professional_law::567,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"مول كان عندو مخزن فارغ. في غرّة ماي، كرّى المخزن لمكتري لمدة خمسة سنين مع إمكانية التجديد. عقد الكراء نص على: ""المكتري يعترف اللي بعض المناطق في المخزن خايبة وموش آمنة باش تتعمل فيها الخدمة. ومع هذا، المكتري موافق باش ياخذ المسؤولية الكاملة على الإصلاحات اللازمة. وزيادة على هذا، المكتري موافق باش يعوّض المول على أي خسارة ناتجة عن حالة المحل هذا."" حسب شروط العقد، سلّم المول المخزن للمكتري في 2 ماي. في نفس النهار، كان خدّام متاع المكتري يخدم في المخزن. كان يحرّك في معدات في المخزن وقتلّي طاحت عليه جهة من السقف. في الوقت اللي عملوا فيه المول والمكتري العقد، كان المول بوحدو اللي يعرف اللي السقف خايب ولازمو يتصلّح. ورغم اللي المول كان ينجّم يصلّح العيب قبل ما يسلّم المخزن، ما صلّح شي في السقف. الخدّام رفع دعوى ضد المول باش يسترجع تعويضات على الضرر اللي صارلو. ما فماش قوانين منطبقة. إذا ربح الخدّام القضية، باش يكون على خاطر:|||1. مول الأرض مسؤول مسؤولية كاملة على الإصابات اللي تصير في ملكو.
2. واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما ينجّمش يتنقل للمكتري بموجب شروط عقد الكراء.
3. المكتري ما ينجّمش يتنازل على الضمان الضمني متاع الصلاحية التجارية.
4. التزام التعويض من طرف المكتري لفائدة مول الأرض مخالف للسياسة العامة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
71,driving_test::243,driving_test,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"صندوق الإسعافات الأولية فيه وسادة إسفنجية صغيرة.|||1. إي
2. لا",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
72,social_science::807,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الشمس تشرق في الصباح من جيهة:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
73,islamic_studies::1777,islamic_studies,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
74,islamic_studies::1275,islamic_studies,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"من مظاهر قدرة الله تعالى:|||1. خلق السماء والنجوم اللي فيها
2. خلق الإنسان في أحسن صورة
3. إحياء الإنسان من بعد ما يموت
4. كل اللي تقال",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
75,philosophy_ar::7,philosophy_ar,arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"يقول توماس جفرسون: ""في أمور الأسلوب، عوم مع التيار؛ وفي أمور المبادئ، أوقف كيف الصخرة."" القول هذا يعكس وسيلة من وسايل الفلسفة في تغيير المجتمع وهي:|||1. المحافظة على المجتمع.
2. نقد القيم اللي بان اللي ما عادش تصلح.
3. غرس قيم جداد.
4. التنسيق بين جوانب ثقافة المجتمع.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
76,islamic_studies::531,islamic_studies,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
77,jurisprudence::51,jurisprudence,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"حسب هوبز، السلام هو القانون الأول متاع الطبيعة. علاش؟|||1. بلا سلام، كل واحد عندو الحق في كل شي — حتى في حياة الآخرين.
2. السلام ممكن كان من بعد الحرب.
3. القانون ما ينجّمش يحقق السلام.
4. العقد الاجتماعي ما ينجّمش يتعمل كان إذا فما سلام.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
78,high_school_statistics::99,high_school_statistics,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شركة كبيرة عندها مكاتب في زوز بلايص، وحدة في نيو جيرسي ووحدة في يوتا. معدل أجور المساعدين في مكتب نيو جيرسي هو 28,500 دولار، ومعدل أجور المساعدين في مكتب يوتا هو 22,500 دولار. مكتب نيو جيرسي فيه 128 مساعد ومكتب يوتا فيه 32 مساعد. شنوّة معدل الأجور اللي يتخلصوا بيه المساعدين في الشركة هاذي؟",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
79,social_science::660,social_science,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
80,islamic_studies::1893,islamic_studies,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"مميزات جامع الشهيد الملك المؤسس عبد الله الأول بن الحسين:|||1. يتميز بتصميمو اللي يجمع بين فنون العمارة الإسلامية القديمة والجديدة
2. يتميز بعمارتو وفنون النقش والزخرفة
3. يتميز بواجهة من الرخام الوردي
4. كل اللي تقال",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
81,arabic_language_(grammar)::295,arabic_language_(grammar),arabic_mmlu,1,0,1,1,0,1,DISCARD,UNCLEAR,,1,1,1,1,1,1,OK,,FIXABLE,UNCLEAR,True
82,moral_scenarios::390,moral_scenarios,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | مستعد نخرق أي قانون باش نولّي الأحسن في حاجة. الحالة 2 | عطيت للولد اللي عندو حساسية من الكاكاوية زبدة الكاكاوية في الطوست متاعو.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
