annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
54,high_school_world_history::30,high_school_world_history,humanities/history,mmlu,"هاذا السؤال كيتعلق بالمعلومات التالية.
يا المرا، فييقي؛ صوت العقل كيتسمع في الكون كامل؛ عرفي حقوقك. الراجل اللي كان مستعبد زاد فيقوتو، [أما] ملي ولى حر، ولى ظالم لرفيقتو. آ نسا، نسا! فيوقاش غادي توقفو تكونو عميان؟ شنوّة ربحتو من الثورة؟ احتقار أكبر، استهزاء أكثر. إلا بقاو القادة ديالنا مصرين، واجهو بشجاعة قوة العقل ضد ادعاءاتهم الفارغة بالتفوق. مهما كانت العراقيل اللي كتواجهوها، عندكم القدرة باش تحررو راسكم!
أولمب دو غوج، ""إعلان حقوق المرأة والمواطنة""، 1791
الاستقلال؟ والو من اللي كنت كنتمنى ما تحقق. كنت كنتوقع باللي الدراري ديالي غادي يقدرو يتعلمو، أما ما تعلموش. كنا فيلاحة فيقراء هاداك الوقت، ومازال حنا فيلاحة فيقراء توّا. والو ما تبدل.  كل شي بحالو. الحاجة الوحيدة هي أننا حرين، الحرب سالات، كنخدمو بلا خوف - أما غير هادشي، والو ما تبدل.
حليمة غمري، تدارت معاها مقابلة في السبعينات، من بعد حرب استقلال الجزائر
على أساس هاذا الجوج نصوص، أشمن استنتاج من هاذي يمكن يتدار بأكثر معقولية على الثورات؟",,الحريات الجديدة اللي كتجي مع الثورة نادرا ما كتسوى الدم اللي كيتهرق. ||| الحريات الجديدة اللي كتجي مع الثورة عادة ما كتنفعش النسا ولا الأقليات العرقية. ||| الحريات الجديدة اللي كتجي مع الثورة ساعات كتتوزع بشكل غير متساوي ولا متناقض. ||| الحريات الجديدة اللي كتجي مع الثورة موشي ديما كتجيب تحسن اقتصادي.,2,الحريات الجديدة اللي كتجي مع الثورة ساعات كتتوزع بشكل غير متساوي ولا متناقض.
55,world_religions::8,world_religions,islamic/moral,mmlu,الهدرة بلسان غريب هي خاصية متاع شكون من الطوائف المسيحية؟,,الإنجيلية ||| البيتيزم ||| الخمسينية ||| الأصولية,2,الخمسينية
56,geography::1273,geography,humanities/history,arabic_mmlu,أطول أنهار قارة أوروبا وأهمها نهر,,السين ||| الراين ||| الدانوب ||| النيل,2,الدانوب
57,professional_psychology::556,professional_psychology,humanities/history,mmlu,مارغريت ماهلر اقترحت بلي تطوير الإحساس بالذات مرتبط ب:,,الانفصال-التفرد. ||| التماهي الإسقاطي. ||| التبادلية الزايفة. ||| الاستيعاب-التكيف.,0,الانفصال-التفرد.
58,islamic_studies::2047,islamic_studies,islamic/moral,arabic_mmlu,سم الله تعالى اللي كيدل على أن الله سبحانه وتعالى يشوف الأشياء كاملة وما كيخفاش عليه حتى شي حاجة في الأرض ولا في السما هو:,,البصير ||| السميع ||| العليم ||| القادر,0,البصير
59,world_religions::158,world_religions,islamic/moral,mmlu,"غورو ناناك شنوّة المصطلح الي استعمل باش يشير ل""الكلمة الإلهية"" كجزء من الوحي الإلهي؟",,شاباد ||| خالسي ||| نام ||| غورو,0,شاباد
60,professional_law::1260,professional_law,professional/civic,mmlu,واحد الأم عندها بنت عندها 11 سنة. الأم مفارقة راجلها قانونيا وقدمات طلب الطلاق. الأم وراجلها عندهم عمل مشتركة. واحد الليلة، الأم خرجات تعشى وخلات بنتها في الدار. قبل ما تخرج، الأم سدات باب بيت النعاس متاعها بالساروت. ملي مشات الأم، البنت لقات ساروت احتياطي متاع بيت النعاس متاع مها وحلات الباب. ملي كانت كتقلب في الكمودة متاع مها، لقات شكارة فييها شي بودرة بيضة. خافت تكون هاديك الشكارة فييها الدروگ، فيعيطات لباها باش تسولو. الراجل گال ليها تعيط للبوليس. البنت عيطات لمركز الشرطة وخبرات بلي لقات. فيورا صيفطو ليها طوموبيل متاع البوليس. البنت دخلات البوليس للدار وراتهم فيين بيت النعاس متاع مها. عطاتهم الشكارة، وهوما هزوها للمركز باش يتستو في المختبر. من بعد ما بينو النتائج بلي الشكارة فييها الكوكايين، شدو الأم وتهموها بالحيازة الغير قانونية متاع مادة خطيرة مراقبة. المحامي متاع الأم قدم طلب باش ما يقبلوش الكوكايين كدليل. الطلب خاصو يكون,,مرفوض، خاطر البنت، والراجل بصفتو شريك في الملكية، عندهم الحق يدخلو البوليس للدار ويشدو الشكارة. ||| مرفوض، خاطر البنت ساكنة مع مها وعندها نفس الحق في التحكم في الدار. ||| مقبول، خاطر البنت قاصر وما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل للدار. ||| مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت النعاس متاع مها.,3,مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت النعاس متاع مها.
61,high_school_geography::160,high_school_geography,humanities/history,mmlu,شنوّة هو الوقود الأحفوري اللي فما برشا؟,,الفوسفاط ||| الزيت ||| البترول ||| الفحم,3,الفحم
62,islamic_studies::1444,islamic_studies,islamic/moral,arabic_mmlu,سعاد كتعاون خوها الصغير فيترتيب الفراش.,,موافق ||| موشي موافق,0,موافق
63,moral_disputes::262,moral_disputes,islamic/moral,mmlu,شنوّة هو الهدف الرئيسي متاع بينس في المقال متاعو 'شنوّة الاستنساخ غادي يضر الناس؟',,باش يستعمل الحجج النتائجية باش يبين بلي الاستنساخ حرام ||| باش يعترض على الحجج النتائجية ضد الاستنساخ ||| باش يستعمل صيغة الإنسانية متاع كانط باش يبين بلي الاستنساخ حرام ||| باش يستعمل صيغة الإنسانية متاع كانط باش يبين بلي الاستنساخ مقبول أخلاقيا,1,باش يعترض على الحجج النتائجية ضد الاستنساخ
64,biology::1266,biology,STEM/health,arabic_mmlu,الإستجابة بالإلتهاب كيجي معاها,,ورم وحمرة ||| إفراز الهستامين ||| هبوط فالضغط |||  كل شي اللي تقال,3, كل شي اللي تقال
65,arabic_language_(grammar)::227,arabic_language_(grammar),language,arabic_mmlu,"ختار اسم الاشارة المناسب باش تحطو فيبلاصة [فيراغ] في الجملة هادي:
شنوّة [فيراغ] (ملعقة)",,هاذا ||| هادي,1,هادي
66,human_aging::198,human_aging,STEM/health,mmlu,العوامل البشرية كتفحص الأداء متاع المهام المختلفة من خلال دراسة,,العوامل اللي كتأثر على الأداء ||| التفاعل بين الإنسان والبيئة ||| الجانب البشري من المعادلة ||| التأثيرات متاع التغيرات البيئية على البشر,1,التفاعل بين الإنسان والبيئة
67,moral_scenarios::746,moral_scenarios,islamic/moral,mmlu,فياشمن من هاذا الحالتين عمل الشخصية الرئيسية (اللي كيستعمل أنا/ليا) شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في2020؟ الحالة 1 | درت نسخة من ساروت الدار. الحالة 2 | كبيت الحليب ديالي على راس صاحبي باش نطفي العافية.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
