annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
46,international_law::35,international_law,professional/civic,mmlu,"شنوّة هي مشكلة ""التجزئة"" في القانون الدولي؟|||1. التجزئة في القانون الدولي تتعلق بإمكانية اللي أنظمة قانونية مختلفة تطبّق نفس قواعد القانون الدولي
2. من الممكن اللي عدّة أنظمة قانونية (كيما قانون الاستثمار الأجنبي وقانون حقوق الإنسان) تتكوّن وتتطور بمعزل على بعضها، وفي الآخر توصل لإنتاج قواعد متباينة في القانون الدولي
3. التجزئة هي وقتلّي الدول يكون عندهم تفسيرات مختلفة لنفس قاعدة القانون الدولي
4. التجزئة هي وقتلّي الدول ما يتفقوش باش يلتزموا بقاعدة معينة من قواعد القانون الدولي",,التجزئة متاع القانون الدولي كتعلق بإمكانية أن أنظمة قانونية مختلفة كتطبق نفس القواعد متاع القانون الدولي ||| ممكن لعدة أنظمة قانونية (كيف قانون الاستثمار الأجنبي وقانون حقوق الإنسان) باش يكونو ويتطورو بمعزل على بعضياتهم، وف الآخر كيوصلو لإنتاج قواعد متباينة متاع القانون الدولي ||| التجزئة هي منين الدول كيكون عندهم تفسيرات مختلفة لنفس القاعدة متاع القانون الدولي ||| التجزئة هي منين الدول ما كيتفقوش باش يلتزمو بواحد القاعدة معينة متاع القانون الدولي,1,ممكن لعدة أنظمة قانونية (كيف قانون الاستثمار الأجنبي وقانون حقوق الإنسان) باش يكونو ويتطورو بمعزل على بعضياتهم، وف الآخر كيوصلو لإنتاج قواعد متباينة متاع القانون الدولي
47,biology::210,biology,STEM/health,arabic_mmlu,فمّا ثلاثة أنواع مختلفين متاع العضلات هوما:,,الهيكلية والمخططة والملساء ||| الهيكلية والملساء والقلبية ||| المخططة والغير مخططة والقلبية,1,الهيكلية والملساء والقلبية
48,jurisprudence::87,jurisprudence,islamic/moral,mmlu,شنوّة هي الجملة اللي توصف أحسن العلاقة بين القانون والأخلاق عند المنظّرين القانونيين غير الوضعيين؟,,ما فما حتى علاقة بين القانون والأخلاق. ||| القانون ديما متقدم على الأفكار الأخلاقية. ||| القانون مرتبط بشكل وثيق مع الأخلاق. ||| الأخلاق عموما متقدمة على القانون.,2,القانون مرتبط بشكل وثيق مع الأخلاق.
49,history::761,history,humanities/history,arabic_mmlu,من مؤلفات الملك الحسين بن طلال :,,المذكرات ||| حربنا مع إسرائيل ||| الأمالي السياسية ||| خواطر النسيم,1,حربنا مع إسرائيل
50,geography::614,geography,humanities/history,arabic_mmlu,مياه الخليج العربي تحيط بدولة قطر من ثلاثة جهات، وعلى هذاكة هي شبه جزيرة، وعرضها من الشرق للغرب يوصل تقريبا لـ:,,85 كيلومتر ||| 75 كيلومتر ||| 70 كيلومتر ||| 65 كيلومتر,0,85 كيلومتر
51,high_school_psychology::184,high_school_psychology,humanities/history,mmlu,شنوّة هي التقنية اللي تتحكم في تحيّز الباحث والمشارك في نفس الوقت؟,,خصائص الطلب ||| دراسة مزدوجة التعمية ||| دراسة أحادية التعمية ||| تأثير هاوثورن,1,دراسة مزدوجة التعمية
52,law::194,law,professional/civic,arabic_mmlu,"ينجّم يتعمل الطعن بالاستئناف في القرارات متاع الغرفة الجنائية اللي صدرت في حق الأحداث:|||1. قدام غرفة الجنايات الاستئنافية متاع الأحداث
2. قدام الغرفة الجنحية متاع الأحداث
3. الأجوبة الكل غالطين",,قدام غرفة الجنايات الاستئنافية متاع الأحداث ||| قدام الغرفة الجنحية متاع الأحداث ||| كاع الأجوبة غالطين,0,قدام غرفة الجنايات الاستئنافية متاع الأحداث
53,human_aging::124,human_aging,STEM/health,mmlu,نموذج الدعم الاجتماعي اللي يقول اللي الناس القراب ليك توّا أغلبهم باش يبقاوا قراب ليك طول حياتك يتسمّى نموذج ____,,الاستمرارية ||| القافلة ||| الارتباط ||| القطار,1,القافلة
54,high_school_world_history::30,high_school_world_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
""يا مرا، فيقي؛ صوت العقل قاعد يتسمع في الكون الكل؛ اعرفي حقوقك. الراجل اللي كان مستعبد زاد في قوتو، [أما] كي ولّى حر، ولّى ظالم لرفيقتو. آ نساء، نساء! وقتاش باش تبطّلوا تكونوا عميان؟ شنوّة ربحتوا من الثورة؟ احتقار أكبر، واستهزاء أكثر. إذا بقاوا القادة متاعنا مصرّين، واجهوا بشجاعة قوة العقل ضد ادعاءاتهم الفارغة بالتفوق. مهما كانت العراقيل اللي تواجهكم، عندكم القدرة باش تحرروا رواحكم!""
أولمب دو غوج، ""إعلان حقوق المرأة والمواطنة""، 1791
""الاستقلال؟ ما تحقق شي من اللي كنت نتمناه. كنت نتوقع اللي أولادي باش ينجموا يتعلموا، أما ما تعلموش. كنا فلاحة فقراء وقتها، ومازلنا فلاحة فقراء لتوّا. ما تبدّل شي. كل شي على حالو. الحاجة الوحيدة هي اللي أحنا أحرار، الحرب سالت، نخدموا بلا خوف — أما غير هذاكة، ما تبدّل شي.""
حليمة غمري، تعملت معاها مقابلة في السبعينات، بعد حرب استقلال الجزائر
على أساس الزوز نصوص هاذم، اناهو استنتاج ينجّم يتعمل بأكثر معقولية على الثورات؟|||1. الحريات الجديدة اللي تجي مع الثورة قليل وين تسوى الدم اللي يتهرق.
2. الحريات الجديدة اللي تجي مع الثورة في الغالب ما تنفعش النساء ولاّ الأقليات العرقية.
3. الحريات الجديدة اللي تجي مع الثورة ساعات تتوزع بشكل موش متساوي ولاّ متناقض.
4. الحريات الجديدة اللي تجي مع الثورة موش ديما تجيب تحسّن اقتصادي.",,الحريات الجديدة اللي كتجي مع الثورة نادرا ما كتسوى الدم اللي كيتهرق. ||| الحريات الجديدة اللي كتجي مع الثورة عادة ما كتنفعش النسا ولا الأقليات العرقية. ||| الحريات الجديدة اللي كتجي مع الثورة ساعات كتتوزع بشكل غير متساوي ولا متناقض. ||| الحريات الجديدة اللي كتجي مع الثورة موشي ديما كتجيب تحسن اقتصادي.,2,الحريات الجديدة اللي كتجي مع الثورة ساعات كتتوزع بشكل غير متساوي ولا متناقض.
55,world_religions::8,world_religions,islamic/moral,mmlu,"""الكلام بألسنة غريبة"" خاصية متاع اناهي طايفة مسيحية؟",,الإنجيلية ||| البيتيزم ||| الخمسينية ||| الأصولية,2,الخمسينية
56,geography::1273,geography,humanities/history,arabic_mmlu,أطول أنهار قارة أوروبا وأهمها نهر,,السين ||| الراين ||| الدانوب ||| النيل,2,الدانوب
57,professional_psychology::556,professional_psychology,humanities/history,mmlu,مارغريت ماهلر اقترحت اللي تطوير الإحساس بالذات مرتبط بـ:,,الانفصال-التفرد. ||| التماهي الإسقاطي. ||| التبادلية الزايفة. ||| الاستيعاب-التكيف.,0,الانفصال-التفرد.
58,islamic_studies::2047,islamic_studies,islamic/moral,arabic_mmlu,اسم الله تعالى اللي يدل على أن الله سبحانه وتعالى يشوف الأشياء الكل وما تخفاش عليه حتى حاجة في الأرض ولا في السماء هو:,,البصير ||| السميع ||| العليم ||| القادر,0,البصير
59,world_religions::158,world_religions,islamic/moral,mmlu,"غورو ناناك شنوّة المصطلح الي استعمل باش يشير ل""الكلمة الإلهية"" كجزء من الوحي الإلهي؟",,شاباد ||| خالسي ||| نام ||| غورو,0,شاباد
60,professional_law::1260,professional_law,professional/civic,mmlu,"أم عندها بنت عمرها 11 سنة. الأم مفارقة راجلها قانونيًا وقدّمت مطلب طلاق. الأم وراجلها عندهم ملكية مشتركة للدار. ليلة من الليالي، خرجت الأم تتعشى وخلات بنتها في الدار. قبل ما تخرج، سكّرت باب بيت نومها بالمفتاح. كي مشات الأم، لقات البنت مفتاح احتياطي متاع بيت نوم أمها وحلّت الباب. وهي تفتّش في الكمودة متاع أمها، لقات شكارة فيها بودرة بيضاء. خافت تكون الشكارة فيها مخدرات، عيّطت لبوها باش تسألو. قالها بوها عيّطي للبوليس. عيّطت البنت لمركز الشرطة وخبّرتهم باللي لقاتو. من بعد، بعثولها كرهبة بوليس. دخّلت البنت البوليس للدار ووراتهم وين بيت نوم أمها. عطاتهم الشكارة، وهوما هزّوها للمركز باش تتحلّل في المخبر. بعد ما بيّنت النتائج اللي الشكارة فيها كوكايين، شدّوا الأم واتهموها بالحيازة غير القانونية لمادة خطيرة مراقبة. محامي الأم قدّم مطلب باش ما يتقبلش الكوكايين كدليل. المطلب لازمو يكون:|||1. مرفوض، خاطر البنت، والراجل بصفتو شريك في الملكية، عندهم الحق يدخّلوا البوليس للدار ويهزّوا الشكارة.
2. مرفوض، خاطر البنت ساكنة مع أمها وعندها نفس الحق في التحكم في الدار.
3. مقبول، خاطر البنت قاصر وما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل للدار.
4. مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت نوم أمها.",,مرفوض، خاطر البنت، والراجل بصفتو شريك في الملكية، عندهم الحق يدخلو البوليس للدار ويشدو الشكارة. ||| مرفوض، خاطر البنت ساكنة مع مها وعندها نفس الحق في التحكم في الدار. ||| مقبول، خاطر البنت قاصر وما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل للدار. ||| مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت النعاس متاع مها.,3,مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت النعاس متاع مها.
