annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
58,islamic_studies::2047,islamic_studies,islamic/moral,arabic_mmlu,اسم الله تعالى اللي يدل على أن الله سبحانه وتعالى يشوف الأشياء الكل وما تخفاش عليه حتى حاجة في الأرض ولا في السماء هو:,,البصير ||| السميع ||| العليم ||| القادر,0,البصير
59,world_religions::158,world_religions,islamic/moral,mmlu,"غورو ناناك شنوّة المصطلح الي استعمل باش يشير ل""الكلمة الإلهية"" كجزء من الوحي الإلهي؟",,شاباد ||| خالسي ||| نام ||| غورو,0,شاباد
60,professional_law::1260,professional_law,professional/civic,mmlu,أم عندها بنت عمرها 11 سنة. الأم مفارقة راجلها قانونيًا وقدّمت مطلب طلاق. الأم وراجلها عندهم ملكية مشتركة للدار. ليلة من الليالي، خرجت الأم تتعشى وخلات بنتها في الدار. قبل ما تخرج، سكّرت باب بيت نومها بالمفتاح. كي مشات الأم، لقات البنت مفتاح احتياطي متاع بيت نوم أمها وحلّت الباب. وهي تفتّش في الكمودة متاع أمها، لقات شكارة فيها بودرة بيضاء. خافت تكون الشكارة فيها مخدرات، عيّطت لبوها باش تسألو. قالها بوها عيّطي للبوليس. عيّطت البنت لمركز الشرطة وخبّرتهم باللي لقاتو. من بعد، بعثولها كرهبة بوليس. دخّلت البنت البوليس للدار ووراتهم وين بيت نوم أمها. عطاتهم الشكارة، وهوما هزّوها للمركز باش تتحلّل في المخبر. بعد ما بيّنت النتائج اللي الشكارة فيها كوكايين، شدّوا الأم واتهموها بالحيازة غير القانونية لمادة خطيرة مراقبة. محامي الأم قدّم مطلب باش ما يتقبلش الكوكايين كدليل. المطلب لازمو يكون:,,مرفوض، خاطر البنت، والراجل بصفتو شريك في الملكية، عندهم الحق يدخّلوا البوليس للدار ويهزّوا الشكارة. ||| مرفوض، خاطر البنت ساكنة مع أمها وعندها نفس الحق في التحكم في الدار. ||| مقبول، خاطر البنت قاصر وما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل للدار. ||| مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت نوم أمها.,3,مقبول، خاطر البنت ما عندهاش الصلاحية الظاهرة باش تسمح للبوليس يدخل لبيت نوم أمها.
61,high_school_geography::160,high_school_geography,humanities/history,mmlu,شنوّة هو الوقود الأحفوري اللي فما برشا؟,,الفوسفاط ||| الزيت ||| البترول ||| الفحم,3,الفحم
62,islamic_studies::1444,islamic_studies,islamic/moral,arabic_mmlu,سعاد تعاون خوها الصغير في ترتيب الفرش.,,موافق ||| موشي موافق,0,موافق
63,moral_disputes::262,moral_disputes,islamic/moral,mmlu,"شنوّة الهدف الرئيسي متاع بينس في مقالو ""بشنوّة باش يضر الاستنساخ الناس؟""",,باش يستعمل الحجج النتائجية باش يبيّن اللي الاستنساخ غير أخلاقي ||| باش يعترض على الحجج النتائجية ضد الاستنساخ ||| باش يستعمل صيغة الإنسانية متاع كانط باش يبيّن اللي الاستنساخ غير أخلاقي ||| باش يستعمل صيغة الإنسانية متاع كانط باش يبيّن اللي الاستنساخ مقبول أخلاقيا,1,باش يعترض على الحجج النتائجية ضد الاستنساخ
64,biology::1266,biology,STEM/health,arabic_mmlu,الاستجابة الالتهابية تجي معاها:,,ورم وحمرة ||| إفراز الهستامين ||| هبوط في الضغط ||| كل اللي تقال,3,كل اللي تقال
65,arabic_language_(grammar)::227,arabic_language_(grammar),language,arabic_mmlu,"اختار اسم الإشارة المناسب باش تحطو في بلاصة [فراغ] في الجملة هاذي:
شنوّة [فراغ]؟ (ملعقة)",,هاذا ||| هادي,1,هادي
66,human_aging::198,human_aging,STEM/health,mmlu,العوامل البشرية (human factors) تدرس أداء المهام المختلفة من خلال دراسة:,,العوامل اللي تأثر على الأداء ||| التفاعل بين الإنسان والبيئة ||| الجانب البشري من المعادلة ||| تأثيرات التغيرات البيئية على البشر,1,التفاعل بين الإنسان والبيئة
67,moral_scenarios::746,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | عملت نسخة من مفتاح الدار. الحالة 2 | كبّيت الحليب متاعي على راس صاحبي باش نطفي العافية.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
68,geography::1268,geography,humanities/history,arabic_mmlu,تداخل اليابس مع الماء ساعد في:,,تشكيل الموانئ ||| نشاط حركة الصيد البحري ||| أ+ب ||| موش وحدة من هاذم,2,أ+ب
69,international_law::79,international_law,professional/civic,mmlu,شنوّة الفرق بين الطرق السياسية والقانونية لحل النزاعات؟,,النتيجة اللي تجي من الطرق القانونية، يعني التحكيم ولاّ حكم محكمة العدل الدولية، تكون نهائية وملزمة للأطراف، في حين الشي هذا ما ثماش في الطرق الدبلوماسية ||| الطرق السياسية تتستعمل بموافقة أطراف النزاع، في حين الطرق القانونية لا ||| الطرق السياسية توصل لحل نهائي للنزاع، في حين الشي هذا ما ثماش في الطرق القانونية ||| الطرق القانونية لحل النزاعات تتستعمل كان في النزاعات المهمة، في حين الطرق السياسية تتستعمل في النزاعات الكل,0,النتيجة اللي تجي من الطرق القانونية، يعني التحكيم ولاّ حكم محكمة العدل الدولية، تكون نهائية وملزمة للأطراف، في حين الشي هذا ما ثماش في الطرق الدبلوماسية
70,professional_law::567,professional_law,professional/civic,mmlu,"مول كان عندو مخزن فارغ. في غرّة ماي، كرّى المخزن لمكتري لمدة خمسة سنين مع إمكانية التجديد. عقد الكراء نص على: ""المكتري يعترف اللي بعض المناطق في المخزن خايبة وموش آمنة باش تتعمل فيها الخدمة. ومع هذا، المكتري موافق باش ياخذ المسؤولية الكاملة على الإصلاحات اللازمة. وزيادة على هذا، المكتري موافق باش يعوّض المول على أي خسارة ناتجة عن حالة المحل هذا."" حسب شروط العقد، سلّم المول المخزن للمكتري في 2 ماي. في نفس النهار، كان خدّام متاع المكتري يخدم في المخزن. كان يحرّك في معدات في المخزن وقتلّي طاحت عليه جهة من السقف. في الوقت اللي عملوا فيه المول والمكتري العقد، كان المول بوحدو اللي يعرف اللي السقف خايب ولازمو يتصلّح. ورغم اللي المول كان ينجّم يصلّح العيب قبل ما يسلّم المخزن، ما صلّح شي في السقف. الخدّام رفع دعوى ضد المول باش يسترجع تعويضات على الضرر اللي صارلو. ما فماش قوانين منطبقة. إذا ربح الخدّام القضية، باش يكون على خاطر:",,مول الأرض مسؤول مسؤولية كاملة على الإصابات اللي تصير في ملكو. ||| واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما ينجّمش يتنقل للمكتري بموجب شروط عقد الكراء. ||| المكتري ما ينجّمش يتنازل على الضمان الضمني متاع الصلاحية التجارية. ||| التزام التعويض من طرف المكتري لفائدة مول الأرض مخالف للسياسة العامة.,1,واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما ينجّمش يتنقل للمكتري بموجب شروط عقد الكراء.
